date,price_a,price_b,spread,zscore,position,hedge_ratio,raw_position,tradable_position,return_a,return_b,gross_strategy_return,transaction_cost,strategy_return,equity
2022-07-04,41.0076,40.7125,-0.0902946547428658,-0.9051573485176774,0,1.026309449400019,0,0.0,-0.012904483712331993,0.05605214828956506,-0.0,0.0,-0.0,10789.470185172911
2022-07-05,41.113,39.4787,-0.05614416832525171,-0.20658630268438158,0,1.026309449400019,0,0.0,0.002570255269754851,-0.030305188824071072,0.0,0.0,0.0,10789.470185172911
2022-07-06,41.8331,39.8009,-0.04712273795699584,-0.01849787727983165,0,1.026309449400019,0,0.0,0.017515141196215334,0.00816136296281278,0.0,0.0,0.0,10789.470185172911
2022-07-07,42.0323,41.0898,-0.07508114266229793,-0.5669195147240538,0,1.026309449400019,0,0.0,0.004761779547774347,0.032383689816059436,-0.0,0.0,-0.0,10789.470185172911
2022-07-08,42.3838,38.5389,-0.0009752846972914675,0.9054330612444598,0,1.026309449400019,0,0.0,0.00836261636884017,-0.0620811004190821,0.0,0.0,0.0,10789.470185172911
2022-07-11,43.1934,38.0479,0.03110578167818767,1.4915767036966197,0,1.026309449400019,0,0.0,0.019101637889948453,-0.012740374011712796,0.0,0.0,0.0,10789.470185172911
2022-07-12,42.4558,39.8678,-0.034070736386616396,0.18800148991317328,0,1.026309449400019,0,0.0,-0.017076683011756244,0.047831812005393326,-0.0,0.0,-0.0,10789.470185172911
2022-07-13,43.2601,39.1302,0.003862208199908679,0.912089909816928,0,1.026309449400019,0,0.0,0.018944408066742247,-0.018501146288483428,0.0,0.0,0.0,10789.470185172911
2022-07-14,43.1148,39.6696,-0.013552994452702638,0.5423218120715828,0,1.026309449400019,0,0.0,-0.003358753216011978,0.01378474937516283,-0.0,0.0,-0.0,10789.470185172911
2022-07-15,43.0342,38.6986,0.010009549546225127,0.987311920939351,0,1.026309449400019,0,0.0,-0.0018694276675296218,-0.024477181519349966,0.0,0.0,0.0,10789.470185172911
2022-07-18,43.8843,38.2323,0.04201268384254231,1.5845278161827612,-1,1.026309449400019,-1,0.0,0.019754056076330073,-0.012049531507599687,0.0,0.0,0.0,10789.470185172911
2022-07-19,44.4535,39.9199,0.010569102740144665,0.9137562689602753,-1,1.026309449400019,-1,-1.0,0.01297047007699792,0.044140687324591976,0.032331534427242466,0.0010131547247000095,0.031318379702542455,11127.378909221417
2022-07-20,45.0139,41.8215,-0.02466320665380284,0.17121776966589308,0,1.026309449400019,0,-1.0,0.012606431439594168,0.04763538986821114,0.03628221930800485,0.0,0.03628221930800485,11531.104911129056
2022-07-21,44.6314,41.9948,-0.037440926045213985,-0.10458868242672568,0,1.026309449400019,0,0.0,-0.008497375255199002,0.004143801633131217,-0.0,0.0010131547247000095,-0.0010131547247000095,11519.422117707334
2022-07-22,44.386,41.7622,-0.03725416457616948,-0.12134711124247514,0,1.026309449400019,0,0.0,-0.005498371101959498,-0.0055387809919322795,0.0,0.0,0.0,11519.422117707334
2022-07-25,45.0464,42.4779,-0.03992457432087004,-0.21160424145133494,0,1.026309449400019,0,0.0,0.014878565313386938,0.017137507123666795,-0.0,0.0,-0.0,11519.422117707334
2022-07-26,44.3693,42.8231,-0.0633765328017235,-0.7120668037091356,0,1.026309449400019,0,0.0,-0.015031167862470607,0.008126578762132741,-0.0,0.0,-0.0,11519.422117707334
2022-07-27,43.5556,42.4252,-0.07230528478278542,-0.9091124215732173,0,1.026309449400019,0,0.0,-0.01833925709894013,-0.009291714051528288,-0.0,0.0,-0.0,11519.422117707334
2022-07-28,43.9586,43.8815,-0.09773353104379101,-1.4545021279467272,0,1.026309449400019,0,0.0,0.009252541579039208,0.03432629663501885,-0.0,0.0,-0.0,11519.422117707334
2022-07-29,44.2017,42.7756,-0.06602204268954948,-0.7829107854056571,0,1.026309449400019,0,0.0,0.005530203418671276,-0.025201964381345365,0.0,0.0,0.0,11519.422117707334
2022-08-01,44.0755,41.5182,-0.03826029109218565,-0.19699658170432882,0,1.026309449400019,0,0.0,-0.002855093808609266,-0.029395262719868254,0.0,0.0,0.0,11519.422117707334
2022-08-02,42.6048,41.8675,-0.08079584509111326,-1.1417162438406585,0,1.026309449400019,0,0.0,-0.033367743984753506,0.00841317783526252,-0.0,0.0,-0.0,11519.422117707334
2022-08-03,41.7828,42.2389,-0.1093420821411697,-1.7150549746494839,1,1.026309449400019,1,0.0,-0.019293600721045467,0.008870842538962309,-0.0,0.0,-0.0,11519.422117707334
2022-08-04,41.9599,42.5689,-0.11309954489486262,-1.7585207189450078,1,1.026309449400019,1,1.0,0.004238586212508499,0.007812703455819081,-0.003779665169558806,0.0010131547247000095,-0.004792819894258816,11464.21160221122
2022-08-05,41.7935,41.6388,-0.09440038973470166,-1.325587056354945,1,1.026309449400019,1,1.0,-0.0039656910526477684,-0.02184928433668698,0.018458435924721902,0.0,0.018458435924721902,11675.82301749809
2022-08-08,41.6184,41.3535,-0.09154258686629335,-1.2224425909301873,1,1.026309449400019,1,1.0,-0.004189646715398343,-0.006851782472117485,0.0028424023809692526,0.0,0.0028424023809692526,11709.0104046428
2022-08-09,42.2316,41.479,-0.08002614520018492,-0.9534692874707573,1,1.026309449400019,1,1.0,0.014733867712358073,0.0030348096291730187,0.011619213912807637,0.0,0.011619213912807637,11845.059901241637
2022-08-10,42.5665,40.6199,-0.05064752626861413,-0.33403794193315955,1,1.026309449400019,1,1.0,0.007930080792581728,-0.02071168543118196,0.02918667926360448,0.0,0.02918667926360448,12190.77786543736
2022-08-11,42.5233,40.6577,-0.052617541468061635,-0.3618299526085501,1,1.026309449400019,1,1.0,-0.001014882595468225,0.0009305783618374086,-0.0019699439616291474,0.0,-0.0019699439616291474,12166.762716193778
2022-08-12,42.8271,42.152,-0.08254212608839229,-0.9717973975303614,1,1.026309449400019,1,1.0,0.007144318526548954,0.03675318574341402,-0.03057582329747091,0.0,-0.03057582329747091,11794.753929281178
2022-08-15,42.8253,40.6857,-0.0462472048975644,-0.21969002578621044,0,1.026309449400019,0,1.0,-4.202946265341456e-05,-0.034786012526096144,0.03565918389982648,0.0,0.03565918389982648,12215.345228698618
2022-08-16,42.5212,41.2132,-0.06659430934664634,-0.6566689170905919,0,1.026309449400019,0,0.0,-0.0071009426670682885,0.012965243316447772,-0.0,0.0010131547247000095,-0.0010131547247000095,12202.96919396632
2022-08-17,42.6203,40.9229,-0.05701165817488407,-0.45722539873396806,0,1.026309449400019,0,0.0,0.002330602146693783,-0.007043859734259916,0.0,0.0,0.0,12202.96919396632
2022-08-18,43.3227,40.8774,-0.03952384288258193,-0.09850872731665573,0,1.026309449400019,0,0.0,0.01648040957008745,-0.0011118469121200736,0.0,0.0,0.0,12202.96919396632
2022-08-19,43.3811,40.4366,-0.02704945213506127,0.15326069719691301,0,1.026309449400019,0,0.0,0.0013480230918203606,-0.010783464701766832,0.0,0.0,0.0,12202.96919396632
2022-08-22,43.0786,41.4702,-0.05995078675983212,-0.5321137650741761,0,1.026309449400019,0,0.0,-0.006973082748017001,0.02556100166680686,-0.0,0.0,-0.0,12202.96919396632
2022-08-23,43.1476,40.2534,-0.02778620828801781,0.1270481887334061,0,1.026309449400019,0,0.0,0.0016017233614833426,-0.029341551282607736,0.0,0.0,0.0,12202.96919396632
2022-08-24,43.4688,39.2434,0.005710184710643773,0.8008738022193554,0,1.026309449400019,0,0.0,0.007444214741955557,-0.02509104820959218,0.0,0.0,0.0,12202.96919396632
2022-08-25,44.1344,39.9368,0.0029305335927714005,0.7264200959098754,0,1.026309449400019,0,0.0,0.015312131919905658,0.01766921316705483,-0.0,0.0,-0.0,12202.96919396632
2022-08-26,43.5191,39.0651,0.01154026722271606,0.875862772422312,0,1.026309449400019,0,0.0,-0.013941505945475607,-0.02182698663888938,0.0,0.0,0.0,12202.96919396632
2022-08-29,43.3614,37.7243,0.04375388407442804,1.5191609725968318,-1,1.026309449400019,-1,0.0,-0.003623696262101017,-0.03432219551466653,0.0,0.0,0.0,12202.96919396632
2022-08-30,43.1423,38.1817,0.026319221183519037,1.1125453337768247,-1,1.026309449400019,-1,-1.0,-0.00505288113391178,0.012124810798344932,0.017496689028440572,0.0010131547247000095,0.01648353430374056,12404.117255282554
2022-08-31,44.6963,38.715,0.047470279848666586,1.499778496544167,-1,1.026309449400019,-1,-1.0,0.036020332712905834,0.013967424184884392,-0.021685433288180626,0.0,-0.021685433288180626,12135.128598044354
2022-09-01,44.9731,38.1387,0.0690362749416793,1.858764429251831,-1,1.026309449400019,-1,-1.0,0.006192906347952665,-0.014885703215807955,-0.02147024421930062,0.0,-0.02147024421930062,11874.584423411723
2022-09-02,43.8852,39.9391,-0.0027909612138885542,0.4102976467000349,-1,1.026309449400019,-1,-1.0,-0.024190015809450682,0.0472066431210294,0.07263863971901756,0.0,0.07263863971901756,12737.138083156984
2022-09-05,44.7461,39.7717,0.0209468899923988,0.870926661603206,-1,1.026309449400019,-1,-1.0,0.019617091866962033,-0.004191381378148229,-0.023918746181394834,0.0,-0.023918746181394834,12432.481710268576
2022-09-06,45.6381,40.5475,0.020858711915750394,0.8837010749513837,-1,1.026309449400019,-1,-1.0,0.01993469821950966,0.019506332392128067,8.483503766905029e-05,0.0,8.483503766905029e-05,12433.536420322784
2022-09-07,44.925,40.1634,0.014878656993420059,0.7838362814908473,-1,1.026309449400019,-1,-1.0,-0.01562510271023565,-0.00947284049571484,0.005903036996824349,0.0,0.005903036996824349,12506.93204581331
2022-09-08,44.6406,40.9291,-0.01085404356105979,0.27992649492647065,-1,1.026309449400019,-1,-1.0,-0.006330550918196898,0.019064621023120454,0.025896751623455675,0.0,0.025896751623455675,12830.820958575176
2022-09-09,44.7694,41.9648,-0.03362027194248629,-0.16409505586841078,0,1.026309449400019,0,-1.0,0.0028852658790428087,0.025304734284408825,0.023085222031602595,0.0,0.023085222031602595,13127.023309251625
2022-09-12,45.9488,41.5617,0.0022886338575132115,0.6330302184734873,0,1.026309449400019,0,0.0,0.026343886672593353,-0.00960566951349695,0.0,0.0010131547247000095,-0.0010131547247000095,13113.72360356461
2022-09-13,46.422,40.951,0.027726680192353026,1.2044951479788342,0,1.026309449400019,0,0.0,0.010298419109965762,-0.014693816662937342,0.0,0.0,0.0,13113.72360356461
2022-09-14,45.3996,42.4817,-0.03220615731133902,-0.0821603878348421,0,1.026309449400019,0,0.0,-0.022024040325707595,0.037378818588068574,-0.0,0.0,-0.0,13113.72360356461
2022-09-15,46.5204,41.9326,0.005533583315826096,0.7794914928205855,0,1.026309449400019,0,0.0,0.024687442180107322,-0.012925565596480282,0.0,0.0,0.0,13113.72360356461
2022-09-16,47.1053,43.4962,-0.01954502132804814,0.23678753495564817,0,1.026309449400019,0,0.0,0.012572978736210327,0.03728841044914932,-0.0,0.0,-0.0,13113.72360356461
2022-09-19,48.2673,44.1262,-0.009934695574348229,0.44970564612028635,0,1.026309449400019,0,0.0,0.02466813713106597,0.014484023891742082,0.0,0.0,0.0,13113.72360356461
2022-09-20,48.0112,43.5323,-0.0013476655410729066,0.6424564000005524,0,1.026309449400019,0,0.0,-0.005305869605302105,-0.013459124057815908,0.0,0.0,0.0,13113.72360356461
2022-09-21,45.9781,43.6106,-0.0464611145412106,-0.4154112952104536,0,1.026309449400019,0,0.0,-0.04234636918052459,0.0017986644399674567,-0.0,0.0,-0.0,13113.72360356461
2022-09-22,46.3539,44.9304,-0.06891966562134888,-0.9350413570378865,0,1.026309449400019,0,0.0,0.008173456493417719,0.030263284614290953,-0.0,0.0,-0.0,13113.72360356461
2022-09-23,46.1505,43.955,-0.050791612710150424,-0.5008874641468809,0,1.026309449400019,0,0.0,-0.004387980299392358,-0.021709132346918847,0.0,0.0,0.0,13113.72360356461
2022-09-26,46.2161,44.3313,-0.058120053427494156,-0.6928019338369948,0,1.026309449400019,0,0.0,0.0014214363874713865,0.008561028324422626,-0.0,0.0,-0.0,13113.72360356461
2022-09-27,45.6231,45.7462,-0.1032784465970118,-1.6995459634104253,1,1.026309449400019,1,0.0,-0.012831026417200908,0.031916501433524536,-0.0,0.0,-0.0,13113.72360356461
2022-09-28,45.8,45.9226,-0.10335842079565838,-1.6426191290845433,1,1.026309449400019,1,1.0,0.0038774217446861936,0.0038560579895161595,-8.008700738867947e-05,0.0010131547247000095,-0.001093241732088689,13099.387133658116
2022-09-29,45.8989,42.2991,-0.016847384165279866,0.28580737971361136,1,1.026309449400019,1,1.0,0.002159388646288285,-0.07890450453589304,0.08313982725170196,0.0,0.08313982725170196,14188.467917053618
2022-09-30,45.2504,44.0248,-0.07211637209124966,-0.9380968827267818,1,1.026309449400019,1,1.0,-0.014128878905594666,0.04079755834048471,-0.05599979854288267,0.0,-0.05599979854288267,13393.916572066462
2022-10-03,45.5511,43.1013,-0.043735397769718354,-0.27268275756451543,1,1.026309449400019,1,1.0,0.006645245124905053,-0.020976813068997457,0.028173946595914955,0.0,0.028173946595914955,13771.276062278004
2022-10-04,45.2066,43.0784,-0.05078164682354647,-0.42756200950118667,1,1.026309449400019,1,1.0,-0.007562934813868272,-0.0005313064803149636,-0.0070176499525935595,0.0,-0.0070176499525935595,13674.634067472407
2022-10-05,46.0698,42.1216,-0.008815127290975777,0.542146984375357,1,1.026309449400019,1,1.0,0.01909455698946605,-0.02221066706284358,0.04188957447354018,0.0,0.04188957447354018,14247.4586696402
2022-10-06,46.0987,41.8685,-0.0020025310165459054,0.692817984062235,1,1.026309449400019,1,1.0,0.0006273089963491074,-0.006008793588087924,0.006794190635297989,0.0,0.006794190635297989,14344.258619910264
2022-10-07,44.9366,41.7395,-0.02436765550594089,0.19382861568426835,0,1.026309449400019,0,1.0,-0.025208953831669878,-0.0030810752713853473,-0.02204681716633437,0.0,-0.02204681716633437,14028.013372730486
2022-10-10,45.9707,41.1447,0.013114389259600845,1.090054556458891,0,1.026309449400019,0,0.0,0.023012421945585615,-0.014250290492219597,0.0,0.0010131547247000095,-0.0010131547247000095,14013.800824703749
2022-10-11,46.2729,41.7776,0.003999821091472455,0.8804191715437077,0,1.026309449400019,0,0.0,0.00657375241186231,0.015382297112386256,-0.0,0.0,-0.0,14013.800824703749
2022-10-12,46.4472,42.7015,-0.014689695583901319,0.435182475826383,0,1.026309449400019,0,0.0,0.0037667835817509765,0.02211472176477347,-0.0,0.0,-0.0,14013.800824703749
2022-10-13,47.6682,42.6089,0.013486641630447771,1.0682671370008725,0,1.026309449400019,0,0.0,0.026287914018498393,-0.0021685420886855544,0.0,0.0,0.0,14013.800824703749
2022-10-14,47.3743,43.4329,-0.012355979453816168,0.4551103957983635,0,1.026309449400019,0,0.0,-0.006165535933809085,0.01933868276346007,-0.0,0.0,-0.0,14013.800824703749
2022-10-17,45.674,44.3432,-0.07019452617627842,-0.8742777497200309,0,1.026309449400019,0,0.0,-0.03589076777915445,0.02095876628086102,-0.0,0.0,-0.0,14013.800824703749
2022-10-18,46.2187,42.3619,-0.011426653592705449,0.46657503951436646,0,1.026309449400019,0,0.0,0.011925822130752772,-0.04468103339407181,0.0,0.0,0.0,14013.800824703749
2022-10-19,45.4627,41.4094,-0.004579141566460887,0.602009499681745,0,1.026309449400019,0,0.0,-0.016357015666818797,-0.022484827167808863,0.0,0.0,0.0,14013.800824703749
2022-10-20,44.9368,41.8108,-0.026114865333612958,0.073911559212,0,1.026309449400019,0,0.0,-0.011567724750179864,0.009693451245369467,-0.0,0.0,-0.0,14013.800824703749
2022-10-21,45.1219,41.2076,-0.007089905035363664,0.5058158190963831,0,1.026309449400019,0,0.0,0.004119118406294975,-0.014426894486591957,0.0,0.0,0.0,14013.800824703749
2022-10-24,43.5374,41.6853,-0.05466636434689409,-0.6238574753445848,0,1.026309449400019,0,0.0,-0.035115985807335215,0.011592521767829211,-0.0,0.0,-0.0,14013.800824703749
2022-10-25,43.1482,42.6598,-0.08736244886742295,-1.3961822041901653,0,1.026309449400019,0,0.0,-0.008939440572932611,0.023377545561624746,-0.0,0.0,-0.0,14013.800824703749
2022-10-26,42.3766,41.0671,-0.06635605007057999,-0.9372124416264273,0,1.026309449400019,0,0.0,-0.017882553617532104,-0.03733491483785656,0.0,0.0,0.0,14013.800824703749
2022-10-27,42.3804,41.6939,-0.08181242569976677,-1.3568122832202965,0,1.026309449400019,0,0.0,8.967213037380795e-05,0.015262825960440152,-0.0,0.0,-0.0,14013.800824703749
2022-10-28,42.4707,42.4084,-0.09712265137536624,-1.7339277284778032,1,1.026309449400019,1,0.0,0.002130701928249934,0.01713679938792012,-0.0,0.0,-0.0,14013.800824703749
2022-10-31,42.9084,40.814,-0.04753995860959437,-0.5291093553707988,1,1.026309449400019,1,1.0,0.010305928557805766,-0.037596325256317176,0.04889139243108067,0.0010131547247000095,0.04787823770638066,14684.756911758786
2022-11-01,42.7285,41.351,-0.06515677236720219,-0.989959950117007,1,1.026309449400019,1,1.0,-0.004192652254570328,0.013157249963247963,-0.017696062219969763,0.0,-0.017696062219969763,14424.894539763174
2022-11-02,42.7714,40.1789,-0.03464212127819444,-0.2170605193754192,0,1.026309449400019,0,1.0,0.001004013714499763,-0.02834514280186695,0.030094901616648743,0.0,0.030094901616648743,14859.01032176788
2022-11-03,42.8081,39.849,-0.025322855033364178,0.01032830389108392,0,1.026309449400019,0,0.0,0.0008580500053774198,-0.008210777298532368,0.0,0.0010131547247000095,-0.0010131547247000095,14843.955845256016
2022-11-04,41.6649,39.718,-0.049011686517185016,-0.6235907957609144,0,1.026309449400019,0,0.0,-0.026705226347350175,-0.0032874099726465378,-0.0,0.0,-0.0,14843.955845256016
2022-11-07,41.8024,41.2447,-0.08442745768154403,-1.5067345494580429,1,1.026309449400019,1,0.0,0.003300139925932699,0.03843849136411692,-0.0,0.0,-0.0,14843.955845256016
2022-11-08,42.2303,40.7077,-0.06079308832438901,-0.9040279113887053,1,1.026309449400019,1,1.0,0.010236254377739007,-0.013019854672236653,0.02359865425767047,0.0010131547247000095,0.022585499532970458,15179.21400306648
2022-11-09,43.6071,41.0512,-0.03733495759248262,-0.3095797324454305,1,1.026309449400019,1,1.0,0.032602183740110924,0.008438207022258615,0.023941972137173313,0.0,0.023941972137173313,15542.634321792091
2022-11-10,44.4216,41.416,-0.027909077846252295,-0.07064676281711836,0,1.026309449400019,0,1.0,0.018678151035037782,0.008886463733094097,0.009557889334012743,0.0,0.009557889334012743,15691.189100598805
2022-11-11,44.7605,41.9593,-0.033684568990620445,-0.2173827582975866,0,1.026309449400019,0,0.0,0.007629171394096579,0.0131181186015068,-0.0,0.0010131547247000095,-0.0010131547247000095,15675.291498225371
2022-11-14,43.8886,42.6605,-0.07036538577567475,-1.157749368917557,0,1.026309449400019,0,0.0,-0.019479228337485166,0.016711432268889048,-0.0,0.0,-0.0,15675.291498225371
2022-11-15,44.6403,42.9084,-0.05932957158392593,-0.8542242926215693,0,1.026309449400019,0,0.0,0.017127454509827222,0.005810996120533041,0.0,0.0,0.0,15675.291498225371
2022-11-16,44.332,44.3538,-0.10026227482789674,-1.8146935880714297,1,1.026309449400019,1,0.0,-0.006906315593757317,0.03368571188858116,-0.0,0.0,-0.0,15675.291498225371
2022-11-17,44.6904,42.8262,-0.05623990089884989,-0.688855567205179,1,1.026309449400019,1,1.0,0.008084453667779323,-0.03444124291492501,0.04343182672044831,0.0010131547247000095,0.0424186719957483,16340.216546726337
2022-11-18,44.5557,43.5228,-0.07581789601994116,-1.1400713952484904,1,1.026309449400019,1,1.0,-0.0030140701358679634,0.016265743867071913,-0.01970775676816427,0.0,-0.01970775676816427,16018.18753348432
2022-11-21,44.2883,43.0678,-0.07105163903606648,-0.9945240483029859,1,1.026309449400019,1,1.0,-0.006001476803192407,-0.01045429062468406,0.004727860451694869,0.0,0.004727860451694869,16093.919288831712
2022-11-22,44.5765,42.7318,-0.05652705209801834,-0.5980463212281187,1,1.026309449400019,1,1.0,0.006507361989509741,-0.007801652278500382,0.01451427144386787,0.0,0.01451427144386787,16327.510801985518
2022-11-23,44.8958,41.153,-0.01075261211877132,0.6383912323984173,1,1.026309449400019,1,1.0,0.007162967034199497,-0.036946723517380486,0.04508173850445699,0.0,0.04508173850445699,17063.583374389327
2022-11-24,44.1607,41.7328,-0.04162025386472834,-0.15356372394677284,0,1.026309449400019,0,1.0,-0.016373469233202265,0.014088887808908268,-0.030833027923021547,0.0,-0.030833027923021547,16537.461431739976
2022-11-25,44.5356,41.2191,-0.02045512900281743,0.4699810872531544,0,1.026309449400019,0,0.0,0.00848944876326696,-0.012309262738182003,0.0,0.0010131547247000095,-0.0010131547247000095,16520.706424555865
2022-11-28,45.4163,42.1903,-0.024774232663842266,0.3752019206357804,0,1.026309449400019,0,0.0,0.01977519108308856,0.023561892423658026,-0.0,0.0,-0.0,16520.706424555865
2022-11-29,45.2464,41.0914,-0.0014363668215864323,1.099208765982005,0,1.026309449400019,0,0.0,-0.0037409476333386538,-0.02604627129932713,0.0,0.0,0.0,16520.706424555865
2022-11-30,45.2062,42.8687,-0.04578235596815361,-0.21768464039353075,0,1.026309449400019,0,0.0,-0.0008884684748399208,0.043252359374467586,-0.0,0.0,-0.0,16520.706424555865
2022-12-01,45.1179,42.5576,-0.04026240957422589,-0.03186619966656452,0,1.026309449400019,0,0.0,-0.0019532718963328755,-0.0072570430173996,0.0,0.0,0.0,16520.706424555865
2022-12-02,45.2753,42.9731,-0.04675134889445953,-0.22715355159302958,0,1.026309449400019,0,0.0,0.0034886375474036946,0.009763238528488483,-0.0,0.0,-0.0,16520.706424555865
2022-12-05,44.7512,42.6509,-0.0506707520407339,-0.3262319459965826,0,1.026309449400019,0,0.0,-0.011575848199791183,-0.007497713686003604,-0.0,0.0,-0.0,16520.706424555865
2022-12-06,45.3922,42.0352,-0.02152514868192812,0.6441269625217803,0,1.026309449400019,0,0.0,0.01432363824880678,-0.01443580323041238,0.0,0.0,0.0,16520.706424555865
2022-12-07,46.4896,42.3361,-0.004957248317798424,1.1598796564721676,0,1.026309449400019,0,0.0,0.024175959746388198,0.007158286388550428,0.0,0.0,0.0,16520.706424555865
2022-12-08,46.4357,41.5451,0.01323945691354611,1.7341952918624841,-1,1.026309449400019,-1,0.0,-0.0011593990914098296,-0.018683818301638677,0.0,0.0,0.0,16520.706424555865
2022-12-09,47.1938,41.3181,0.035056495979360225,2.3041999539200524,-1,1.026309449400019,-1,-1.0,0.016325801053930666,-0.005463941596000388,-0.021933495944875685,0.0010131547247000095,-0.022946650669575696,16141.611545416967
2022-12-12,47.8097,42.8509,0.010638180343445658,1.5207175102773696,-1,1.026309449400019,-1,-1.0,0.013050443066674022,0.037097543207456285,0.025023116076663847,0.0,0.025023116076663847,16545.524964782355
2022-12-13,47.5745,42.4241,0.015979946243039223,1.6537202723568003,-1,1.026309449400019,-1,-1.0,-0.004919503782705115,-0.009960117523786005,-0.005302658949091179,0.0,-0.005302658949091179,16457.78968876044
2022-12-14,47.934,41.9167,0.035856951713763685,2.123258231944838,-1,1.026309449400019,-1,-1.0,0.007556569170458882,-0.011960183009185887,-0.01983141800933991,0.0,-0.01983141800933991,16131.408381932828
